TID	WORD2	LEN2
24106	holds	5
8571	blowgun's	9
16405	touches	7
24363	waltzes	7
11260	outbuilding	11
6828	ballyhooed	10
23408	Earth	5
6058	torture	7
5115	detoxified	10
5120	Manuel's	8
17689	pentagons	9
15274	anthropocentric	15
13103	grandly	7
13582	prescient	9
17853	weighing	8
24406	Jolene's	8
266	incisions	9
5203	rougher	7
17223	corrosives	10
7106	clammed	7
24935	estranges	9
11444	Kropotkin	9
23588	truthful	8
15303	abridgment's	12
21275	believable	10
24062	specializing	12
6165	newsier	7
5748	really	6
22931	storied	7
11918	orchestration's	15
15486	improprieties	13
23799	Amaterasu's	11
2607	wristband's	11
7022	subsumed	8
5468	fruits	6
13164	avatar	6
7526	dapple's	8
13782	snaps	5
20802	deification	11
15517	oxygenation	11
24863	affronting	10
8821	peekaboo's	10
6978	showcasing	10
10982	pigmy's	7
14269	antiquary's	11
558	rule's	6
2779	carped	6
5301	tarmacked	9
20882	Nestle's	8
1992	ragout	6
12020	Muhammad's	10
15561	germanium	9
24030	equivalents	11
15475	plain's	7
17119	unlearning	10
2975	John's	6
4270	fumes	5
5441	joint's	7
5837	wingspreads	11
8574	tomb	4
16112	expediences	11
21230	foray	5
1958	cruciforms	10
6590	substituted	11
966	ridding	7
24428	longing's	9
8629	ghastliest	10
19001	Libreville	10
24578	go	2
579	outflank	8
1081	transfigure	11
555	mare	4
4075	Ganges's	8
19353	skydiver	8
23020	brownstone's	12
18739	emblazons	9
15736	amazon's	8
24757	fourteenth's	12
16357	news	4
6919	washables	9
3533	outcast's	9
4481	gentility	9
2032	twenty's	8
12041	Winnie	6
11578	outfit's	8
4411	shittiest	9
24595	Nb's	4
5668	articulateness	14
10764	mysticism's	11
9078	arthritic	9
11861	studied	7
1036	monopolization	14
17988	pituitary's	11
17987	clarioned	9
830	cruelest	8
12914	takeoffs	8
1038	phylum	6
2608	markdown	8
23322	tidewaters	10
11367	firmly	6
4375	podiatrist	10
24183	roped	5
21663	public's	8
11418	kinsman's	9
22968	enthusiast's	12
11098	antiques	8
10995	syntax's	8
15521	supercilious	12
20712	orgiastic	9
1594	chicer	6
18524	program	7
7933	smile	5
16203	Mbini's	7
19158	imploring	9
16109	asphyxiations	13
22069	float	5
24980	gastronomical	13
17879	abnormality	11
6550	tenoning	8
14852	sombrero	8
19659	inventor	8
10472	Cantonese's	11
8724	Clydesdale's	12
7405	pods	4
23313	dimensionless	13
1062	microsecond	11
8153	backtracking	12
18925	routines	8
13973	Hakka	5
3943	mismatches	10
10767	psychoanalyzing	15
5026	sinks	5
3568	unsupported	11
11768	replenish	9
18217	gondolier's	11
11404	wrangle's	9
20512	lyceum	6
20	sapsucker's	11
15566	pooch's	7
12301	wrappings	9
6529	shipwreck	9
7428	fantasizing	11
24133	distorted	9
15119	manacle	7
780	iceberg's	9
21272	Buford	6
11563	gantlet's	9
21147	vicinity	8
6120	pliability's	12
371	grunt's	7
24763	helpmeet	8
17169	avariciously	12
11256	rustics	7
16222	supposed	8
5193	sequenced	9
3036	fiords	6
11360	chronologies	12
17579	fraud	5
10603	deescalates	11
6906	softies	7
1746	voiced	6
5364	ampoule's	9
19413	immobilization's	16
24820	airline's	9
1846	azimuths	8
9421	irreproachable	14
11265	acupuncturist's	15
17673	sentence	8
23576	samovars	8
16876	enrages	7
23134	Carrier	7
12373	selvage's	9
4215	Crux's	6
12568	fascist's	9
9617	armchair	8
20708	Curtis's	8
10381	runoff's	8
13283	rhizomes	8
13662	lecture's	9
18794	Duffy	5
16204	sodded	6
19661	Erika	5
23738	unbinding	9
23908	torus	5
16938	Josiah	6
9820	reported	8
23409	callable	8
1079	Lakeisha	8
22405	refusals	8
11260	illustration's	14
177	duckbill's	10
21582	Falasha	7
18018	ornithologist	13
12210	Patrick's	9
2927	beat's	6
8949	withdrew	8
23715	wheelchair	10
1713	aegis	5
5991	aversions	9
17288	stratifying	11
15472	quintuplets	11
16190	Lynda	5
20312	egoistic	8
6849	pinched	7
9196	flash's	7
163	broadness	9
5515	winterizing	11
11817	explosions	10
1578	switchblade's	13
16237	parochialism	12
8846	Mead	4
10062	incidence's	11
23058	Haiphong	8
14529	cabin's	7
18036	knack's	7
3746	jiujitsu	8
5332	partial	7
6134	foregrounds	11
8064	unbinding	9
20849	Montanan's	10
21747	dextrously	10
17641	signboard's	11
7922	furniture's	11
22354	Cretaceous	10
24207	doddered	8
9043	Hermite	7
11554	chaps	5
19012	calliper's	10
15759	moth's	6
18575	bacteriologists	15
7181	simmering	9
8360	Harry	5
9675	remaking	8
9287	beautification's	16
3357	relocate	8
2341	dissimulation	13
22537	Leanna	6
16158	scab's	6
1917	doubt's	7
15709	prospectus	10
4639	Tianjin	7
11966	bureau's	8
22952	defeatism	9
10015	cascade's	9
19786	blowguns	8
7950	arctic's	8
22180	spinoff's	9
11338	crazies	7
17533	benefaction	11
1898	pandemic	8
8582	vacated	7
11625	least's	7
18807	Tetons	6
21609	live	4
2712	inclusion	9
12836	pluralities	11
12915	zipper's	8
18011	fruitlessness's	15
11081	Lewinsky	8
16287	swank	5
24875	prepared	8
12640	Essen	5
8690	wriggler's	10
19914	quatrains	9
3579	existed	7
23668	bowl	4
19189	kilter's	8
4746	Kaitlin's	9
5618	Kenny	5
20511	rile	4
710	Perelman's	10
16333	touchdowns	10
14380	upside	6
9812	diagram	7
20283	squeaking	9
12539	Myanmar	7
6713	sniveled	8
21549	sarcasm	7
5755	bumblebee's	11
152	tenderloin	10
21363	parenthesis	11
19743	equalizer	9
6805	woodcraft	9
5685	sumach	6
3944	parade	6
17216	wasp's	6
4832	extincts	8
2797	layoffs	7
22423	footing's	9
24671	name	4
21224	ensign	6
9314	wrestler	8
3548	Waldo's	7
12225	protons	7
24165	murderously	11
12620	unbind	6
8520	Permalloy's	11
5073	cayenne	7
5031	Ticonderoga	11
13369	sheriffs	8
17347	eminence	8
13929	Sheri's	7
8807	ambience	8
9425	left	4
7167	discharges	10
932	chess's	7
4981	Jenifer	7
23060	alteration	10
22835	stomp's	7
13979	byline	6
6969	hod	3
13633	Salome's	8
20404	abaft	5
17956	shimmed	7
23217	terry	5
23295	quartets	8
24495	right	5
15467	gruffest	8
16545	machines	8
6077	knock	5
15474	safe	4
2995	inclemency	10
22546	scalded	7
22466	G's	3
15993	Stilton's	9
3345	skepticism's	12
4356	pyorrhea	8
15763	canvass	7
8476	deactivate	10
15089	jackals	7
12274	textbook	8
14102	telescope	9
536	Toshiba's	9
6231	rawhide	7
15766	footbridge	10
15877	frail	5
13492	ideographs	10
7162	stiffens	8
24902	honoraria	9
14765	proportions	11
19014	Schneider's	11
10787	musketeer	9
627	vocalic	7
16570	comestible's	12
1811	slithery	8
24117	deference	9
21262	lubber's	8
23094	muezzin's	9
3798	out	3
15200	Sadat	5
22653	Cheer's	7
12609	Allah's	7
11535	overcoat	8
12377	Brzezinski's	12
7750	anteing	7
11795	Mercado	7
6602	truth	5
8232	recyclable's	12
1646	repaint	7
13069	butterflying	12
2733	Liberace's	10
4307	timeliest	9
22365	eradication's	13
14533	thanksgivings	13
5966	upswing	7
19158	coverlets	9
18562	accompanist's	13
4849	domineered	10
8853	cannibalizing	13
18469	whistler's	10
11718	ensnaring	9
22297	pigsties	8
17418	paves	5
12151	Ag's	4
7266	pussy's	7
1829	silos	5
18169	intermediate's	14
24291	raged	5
18613	uniform	7
16757	hunkering	9
1392	borderline	10
13743	cob's	5
8712	disengaging	11
3705	nutritional	11
17718	Jeanette	8
17544	marmots	7
10093	narcissist	10
20070	connubial	9
8773	challenges	10
19705	cockroach's	11
21360	overdressing	12
3034	slit	4
507	Anshan	6
22478	ammo	4
6520	Milton	6
6761	sidestrokes	11
15095	Kirkland's	10
6091	moisten	7
16872	whiskered	9
928	regional	8
7462	homiest	7
1314	awkwardest	10
13143	simpleton's	11
20161	pelted	6
6471	Chapman	7
3661	formless	8
12091	hat's	5
1165	ye	2
11695	impede	6
19745	portfolios	10
15893	percolating	11
14705	radiotherapy	12
21263	blockbusters	12
14871	clarification's	15
16097	bile's	6
13229	felony	6
24012	wireless	8
24594	gangster	8
5794	hitters	7
17497	Mueller	7
9017	oversells	9
5192	grandparent's	13
8484	Zeke	4
17818	chives	6
2930	look	4
17903	entitlements	12
4634	palpating	9
9468	imperceptible	13
24314	gabbled	7
2605	liaised	7
1295	toughen	7
744	unripe	6
22622	Imodium's	9
21610	alphabetically	14
14062	shift	5
20106	ridge's	7
21562	shift	5
14488	laciest	7
6064	millions	8
11353	tucker's	8
24110	storm	5
23572	pasteurized	11
15257	sharecropper's	14
15698	initial	7
23149	comically	9
5515	treeing	7
14936	greasepaint's	13
8771	Wei	3
14418	Mead	4
10661	skim	4
14257	Whitefield's	12
22223	dachas	6
2096	thriller's	10
5374	outstation's	12
17011	stuff	5
1223	Adidas's	8
20978	review	6
3489	relegation	10
8620	incredulously	13
11049	dislodge	8
20050	pate's	6
7391	going	5
20867	railways	8
3931	forcing	7
13955	capstans	8
23076	yesterday's	11
21665	olive	5
19921	shopkeepers	11
10727	dramatics	9
8410	eats	4
8892	biracial	8
2261	Juan's	6
24711	protruded	9
5642	excreta's	9
5002	blundered	9
16331	domicile	8
1561	Comoros	7
1799	modelings	9
2384	reliability's	13
9342	incivility	10
22944	cheesecake's	12
7225	outstretches	12
1718	slaved	6
1004	moralize	8
11877	ululated	8
24628	manatee's	9
20696	Sudra's	7
15049	bat	3
17926	Vuitton's	9
8651	trapdoor's	10
8761	geostationary	13
802	steeplejacks	12
18741	teas	4
11455	flaky	5
6656	choirs	6
17018	restively	9
8561	bisectors	9
9283	unnecessary	11
21454	Gray	4
8753	paramedicals	12
3777	sandpaper	9
6894	documentary's	13
21480	woodpile	8
22833	clomped	7
14093	currycombed	11
24584	unpleasantness's	16
17502	manufacturers	13
1555	pity	4
22895	porticoes	9
22403	swiftness	9
4991	Garfield	8
24959	squashier	9
8312	bruise's	8
2289	anchor	6
12217	solidifies	10
9134	dryest	6
18285	pended	6
13625	credits	7
22022	teenaged	8
6719	incompetence	12
1523	cancan's	8
17498	bullfinch's	11
13561	teammate	8
11418	control's	9
17311	nor	3
17932	midyear's	9
12698	prostrating	11
7059	earliness	9
6925	gulp's	6
15712	whipped	7
16338	Weyden's	8
18201	midwinter	9
19687	prolongation	12
15370	sardines	8
991	Mons	4
2095	Cellini	7
2461	oarsmen	7
4860	gels	4
5467	bartenders	10
20394	perceptibly	11
1210	normal	6
1854	commodity	9
24441	prequels	8
7298	drollness	9
21101	highland's	10
24465	matériel	8
19019	knockouts	9
13665	circumcision	12
24358	Hersey's	8
3589	flunky's	8
19942	egotism's	9
22434	smuggler's	10
4709	manors	6
19675	peyote	6
3959	dialysis	8
664	fringing	8
19652	Roger	5
16226	psychosis's	11
17840	herding	7
13512	smolder's	9
20430	drink's	7
1847	Weissmuller's	13
21560	wad	3
89	edifice	7
1069	ellipses	8
11494	outside's	9
5676	underworld's	12
20665	carburetor	10
10630	positron	8
14710	ducting	7
13672	facetiousness	13
12726	bicentennials	13
11798	boundless	9
15461	decadence	9
19990	lube's	6
20228	competitiveness's	17
12389	balling	7
15732	harems	6
23094	coinages	8
10413	stippling	9
16942	scuttled	8
5572	debaucheries	12
5913	inferential	11
23948	arbitrating	11
379	compendia	9
3189	steward's	9
21894	satisfaction's	14
6818	Elton's	7
7741	settings	8
14184	olfactory	9
13470	Challenger's	12
20809	reclamation's	13
21774	caterwaul	9
13072	deadwood	8
10096	liquifying	10
8762	disadvantage	12
10444	nethermost	10
21060	uprisings	9
15700	diagnostic	10
16080	incorrigible	12
1962	stampeding	10
35	graphically	11
14753	symbolic	8
7622	Rozelle's	9
22346	main's	6
5	antidepressant's	16
3387	Yuletide's	10
11650	measliest	9
1199	impostures	10
3792	Occidental	10
24332	abstrusely	10
23956	moldy	5
21838	lotus	5
21955	wickedness's	12
1605	investigating	13
5889	Fonda	5
11721	dominoes	8
20906	Enterprise's	12
20824	comedian's	10
781	breviary	8
11598	transiency	10
4456	ledger's	8
11855	funnies	7
8692	Zagreb	6
1760	sufferings	10
985	magma	5
2569	bonbon	6
920	vaunting	8
18087	removed	7
463	bleats	6
19171	slenderness's	13
4681	pericardium	11
24645	instancing	10
13884	negligee	8
17082	gazetted	8
14219	significance's	14
15935	hydroelectric	13
23749	slicer	6
15687	megaliths	9
13363	mucking	7
19946	Aramaic's	9
4827	Melanie	7
20142	putsches	8
8216	effervescence's	15
10324	wont's	6
11444	fleeciest	9
8706	unrealistic	11
5321	asymmetry's	11
1276	infectiousness	14
16986	zealots	7
13407	nonpolluting	12
17870	daytime	7
17145	confines	8
2725	ethical	7
6993	compactors	10
20355	circumscribe	12
2154	omnipresence's	14
14229	into	4
24328	retard's	8
24184	skiing's	8
18538	Prudential's	12
23899	Usenet	6
19951	bleating	8
13993	dinning	7
13529	Jamal	5
20745	Cali	4
9961	lucky	5
6482	speedboats	10
23562	drudgery's	10
22262	blindsided	10
22129	poplar	6
21429	oiliest	7
19583	alibied	7
9884	Toyoda's	8
8331	remarking	9
9996	tussling	8
23115	epigram	7
20001	diesels	7
3967	gate's	6
12200	tweediest	9
9237	exonerate	9
21223	Melisande's	11
5131	ranting	7
1526	advising	8
2164	tellers	7
980	Avery's	7
9164	hairpin's	9
2274	enforce	7
16064	metamorphosis's	15
23094	asseverated	11
11298	peppercorn	10
15680	alleys	6
4187	readjusting	11
7055	misusing	8
5837	aggrandizement's	16
6217	countesses	10
4691	downwards	9
17892	Anabaptist's	12
9016	abusiveness	11
2726	patriarchal	11
5305	shebang	7
17836	spiraling	9
18769	communicant	11
20467	uninformative	13
23539	biting	6
4824	offs	4
18329	botany	6
20777	pacifism's	10
16737	emotes	6
15779	Fassbinder	10
12562	packer	6
7217	polymeric	9
5594	blizzard	8
10024	sequel	6
24970	Rutgers	7
15324	Casablanca's	12
15148	calculating	11
9885	gasworks	8
22641	teargasses	10
1086	Eastman	7
16311	electrocuted	12
13546	effervescent	12
4226	detoxification's	16
16860	Utah's	6
18070	canonizes	9
8785	Bultmann	8
9980	clacks	6
7089	risks	5
11304	dispute's	9
19864	Maria	5
12956	dynamite's	10
16826	discriminatory	14
440	surplused	9
10174	clamp	5
4573	culled	6
14278	typhus	6
4264	discriminates	13
18705	asps	4
14789	jalapeño's	10
23303	mocking	7
17257	sunshine's	10
15019	dopey	5
1115	prosecutions	12
3651	amir's	6
7364	birthstone's	12
21715	Saki's	6
19667	nunnery's	9
12868	balconies	9
1587	Kierkegaard	11
22279	betrothals	10
13338	nonmembers	10
22991	Cheerios's	10
19706	syllogistic	11
14238	saturation's	12
14934	dislocation's	13
18096	oldie	5
19097	chicanery	9
19818	frontrunners	12
16053	flitting	8
19008	shanghaiing	11
4348	profusely	9
4504	reneged	7
13232	banalities	10
9014	dateline's	10
21703	uppity	6
3921	relevancy's	11
18079	indistinct	10
10490	bewails	7
14299	unfeigned	9
6885	camp's	6
20553	spastics	8
19033	gasworks	8
13408	flippancy's	11
12890	Nairobi	7
13214	hillbilly's	11
12870	caressing	9
13058	disallowed	10
19999	blood's	7
22907	splash's	8
19813	fisherman's	11
17183	emetic's	8
16243	leftwards	9
10482	builder's	9
18391	acidulous	9
22858	eightieth's	11
10629	jigsawn	7
19307	shantung's	10
4730	modifiers	9
13803	appropriations	14
10507	hefted	6
5152	prodigal's	10
2528	mindless	8
10223	laxness	7
17870	pocketbooks	11
2302	trammed	7
2510	clergyman's	11
4473	catch	5
6312	caparisoned	11
18879	melange	7
230	sounding's	10
2375	accusative	10
15468	Slurpee's	9
15546	gentlewomen	11
13971	privileged	10
19231	greensward	10
9153	Ecuadorian's	12
19694	coalescing	10
21871	Mildred	7
11939	mediation's	11
21611	intrusions	10
14723	visioning	9
11948	engrossing	10
23077	nineteen's	10
20779	shanty	6
4104	emissary	8
19485	sauces	6
12337	spillages	9
23990	Srivijaya	9
20580	adulterate	10
12449	bandstand	9
12173	jerkwater	9
13962	Diaspora	8
3676	imperishable	12
15366	mate's	6
2427	Blantyre	8
5318	contortion	10
12026	calligraphers	13
1438	voyages	7
24912	dross's	7
17680	triennials	10
3027	simultaneous	12
24948	nature	6
8651	mortises	8
6566	Brazos	6
16509	transparency's	14
8952	fannies	7
6654	lubed	5
1416	Hans	4
3754	Mandrell	8
16265	stalactite	10
24473	Suzhou	6
7492	kettle	6
12809	guts	4
13983	Liz	3
5706	planking	8
12207	burglarizes	11
13212	transmutations	14
2709	adverser	8
22473	punster	7
22822	humanoid's	10
16042	histograms	10
19293	Melvin	6
2282	dorky	5
11500	affiliate	9
11246	crucified	9
13367	Tsongkhapa's	12
22644	diminishing	11
21117	coolest	7
6175	snout	5
3177	trusts	6
4983	mansions	8
21517	Walker	6
8685	dived	5
23175	pestilences	11
9290	thorium's	9
7152	travestied	10
12348	briskness's	11
4065	griffin's	9
14095	kindergartener's	16
2337	authoring	9
2525	slogan	6
13258	Noemi's	7
18097	signet	6
4626	sparrows	8
18131	sourness	8
12342	duck	4
18080	gratis	6
2739	sleeted	7
10949	coiffing	8
18644	Prussia's	9
13431	Koufax	6
7138	sheathing	9
19744	habitats	8
19240	chanted	7
7617	weekend's	9
18780	picnicker's	11
7887	travesties	10
19122	fax's	5
9000	Triangulum	10
23374	deformations	12
9664	underwriter's	13
7418	barbarisms	10
14022	suffered	8
8087	exclamatory	11
10682	Rodriquez's	11
12907	elf's	5
7385	by's	4
23381	chorale's	9
24558	library's	9
10824	eagerest	8
17020	pathologist	11
8551	brilliancy's	12
14475	Mentholatum	11
10597	satisfies	9
23065	Janissary's	11
21084	riches	6
7109	Aleutian	8
3332	queasy	6
2648	peeling	7
1517	defrauded	9
22174	Patna	5
13826	midterm's	9
2958	handguns	8
11587	fevers	6
22380	gauged	6
5001	Cindy's	7
16879	counterattacking	16
11949	cormorant	9
11202	serviceable	11
24715	completion's	12
13916	deforming	9
13872	beach's	7
10179	Xerox	5
11719	chippers	8
3803	penguin	7
22509	gal's	5
23489	bruises	7
1402	masquerader	11
9080	rude	4
13700	snores	6
22223	patter	6
19267	rhapsody	8
24187	boyishness	10
350	quota	5
5354	rutted	6
4543	Adeline's	9
10975	hives	5
13153	buried	6
8889	embody	6
18649	mom's	5
12248	metamorphic	11
18691	cosigned	8
13064	liters	6
5857	cincture's	10
12481	Cabot	5
1023	totalling	9
13685	serial	6
20954	Noxzema's	9
13180	regeneration's	14
5363	unrolled	8
11477	wastage's	9
19443	psalm	5
11814	vivid	5
2288	racism	6
11759	incongruities	13
21996	excavators	10
14083	wrack	5
16891	diagnostician's	15
15167	demeaning	9
21639	mangroves	9
742	seemlier	8
5616	spill's	7
2788	besiege	7
14114	bated	5
19896	eagles	6
1795	Manilla	7
159	variations	10
18349	crèches	7
605	hacking	7
13267	aftershaves	11
16972	widths	6
9800	exporting	9
18436	Procter	7
21153	Altman	6
11111	patchiest	9
14595	yacht's	7
3648	creaking	8
17120	capsize	7
16232	awestruck	9
18729	scamps	6
8098	conviviality's	14
2762	discus's	8
11794	wonderland's	12
21672	confiscation	12
8552	tossing	7
13440	Galbraith	9
588	catastrophically	16
3679	whippersnapper's	16
13822	tire's	6
14339	royally	7
19900	plankton	8
2427	complementing	13
6856	opportunistic	13
18464	compulsively	12
19345	contortion's	12
8611	Aurora's	8
14180	glitzier	8
13275	shallowest	10
22489	dissolute	9
17830	isms	4
4273	Menelaus	8
7192	desists	7
6544	amp's	5
24706	lengthways	10
5119	splurging	9
7782	trebles	7
12097	muss	4
24309	scalper's	9
22190	migrated	8
5373	leafiest	8
3544	expectation's	13
9963	lovingly	8
15787	dyspeptics	10
15872	self's	6
4474	renumber	8
13767	untruth's	9
14682	Dhaka	5
10417	creators	8
11918	muggy	5
23089	accomplishes	12
7226	merman's	8
23963	crochet	7
1384	Marlin	6
20967	gunfight	8
14872	windy	5
14104	Tolyatti's	10
13504	Glenda's	8
3766	interface's	11
24697	outfielder	10
24047	marginally	10
5236	declination	11
21896	Zubenelgenubi	13
14249	sickles	7
17024	notional	8
4409	knuckle	7
23937	frigid	6
7151	frustration's	13
19036	calamities	10
24475	quoth	5
3503	chimes	6
13883	put's	5
14261	widen	5
16730	tinderbox	9
647	upright's	9
24932	thermal	7
2313	Huns	4
10744	licentiate	10
2030	neighbor's	10
24670	lesser	6
17746	Molokai	7
22180	hibiscuses	10
7171	babysitter's	12
6349	skullcap's	10
10866	reimbursed	10
8368	cohabited	9
9147	Knapp	5
564	blockbusters	12
13683	delighting	10
8502	outdistanced	12
15178	lawfulness	10
8247	scotches	8
14794	envoys	6
10559	numbers	7
20799	zeniths	7
10385	pshaw's	7
19517	discotheque	11
15983	uncles	6
4514	wilfully	8
24483	gobbledegook's	14
2025	deaconess	9
237	printed	7
24948	tissues	7
23676	vehicle	7
17510	engagements	11
22319	Rebecca	7
8099	manor	5
15120	Emanuel's	9
22613	pamphleteers	12
14837	loped	5
8896	suntan	6
2361	payed	5
10851	Surat	5
7409	shone	5
6202	giggliest	9
19039	biased	6
5119	Zion's	6
6153	horsefly	8
7929	anon	4
4900	lathe's	7
8531	jersey's	8
2055	swears	6
20784	Rachael's	9
13001	Livingston	10
23197	pillage	7
24240	prodigal's	10
3556	nominee's	9
9721	territory's	11
16265	amour's	7
5253	wisteria's	10
24389	mousiest	8
451	excommunicate	13
19006	Escherichia's	13
8436	fieriest	8
20585	maturer	7
2790	Patrica's	9
16533	housewares	10
6376	birdcage	8
11844	doubles	7
15685	edgewise	8
11438	mummy's	7
4638	civvies's	9
11326	liquidations	12
18678	cloakroom's	11
2883	buttes	6
1207	painful	7
22126	Byzantine	9
3847	Hansel's	8
4983	susceptibility	14
5539	enchantress	11
12133	graft	5
12522	washerwoman	11
23892	forgiveness	11
16507	gratuity's	10
23388	tenement's	10
13046	missed	6
21527	recycling	9
3083	economized	10
13579	congeniality	12
7062	Hippocratic	11
2798	wined	5
22114	impersonate	11
24356	starling	8
7685	maze	4
14226	ratifying	9
10338	revelled	8
14623	healer's	8
5437	shoon	5
22624	reunifying	10
19183	pickaxing	9
11482	varied	6
1537	Rainier	7
13921	vouchsafes	10
18056	picker's	8
16455	Trekkie	7
9838	blackballing	12
21364	beeswax	7
4436	speculation's	13
5302	ribbons	7
23352	bobbies	7
9247	concertos	9
11614	reconfigured	12
10244	gravitates	10
22997	cautiousness	12
12831	tuna	4
14649	unctions	8
8531	caretaker	9
7771	methadon's	10
20345	amputee's	9
24781	Gabrielle	9
15485	procuring	9
20567	teasing	7
5430	lightheaded	11
1309	footwork's	10
16006	Turner	6
16498	Zaire	5
2532	Mitterrand	10
16341	carting	7
6161	Inuit	5
7499	reconciles	10
14538	epoxied	7
10478	reclamation	11
3293	penthouse's	11
21842	alphas	6
14205	Waldo	5
19350	haloed	6
15241	spitefuller	11
1310	salvation	9
17086	evasiveness's	13
11640	cannonade	9
9748	inanely	7
14601	basest	6
13618	introductions	13
12106	meltdown	8
17618	OPEC's	6
11303	pinstripe	9
12623	pediment	8
9681	poncho's	8
20934	sullenest	9
8426	sympathetically	15
21817	swastika's	10
21072	leash's	7
96	duplexes	8
15547	forming	7
4250	Sterne	6
12576	search	6
17013	tats	4
22175	Humberto	8
11149	athletics's	11
17256	gardeners	9
13649	dumped	6
8393	Fahd's	6
21241	pulverized	10
7084	arbitrator's	12
18036	ledge's	7
12762	perplexing	10
10718	disappears	10
12201	Paraclete	9
23310	clunky	6
16315	Yenisei	7
3017	athletes	8
24424	assuredly	9
5532	airsickness's	13
985	yummier	7
47	royal's	7
9176	mackinaw	8
19128	competence's	12
2492	rancher's	9
6200	courteousness	13
23850	willingness	11
20835	flush	5
12698	behavior	8
14698	supping	7
9193	morsel	6
14823	supernatural	12
15965	compartmentalizes	17
20397	homophobia's	12
22941	ploughshare's	13
2630	argot's	7
16330	Oranjestad's	12
5420	aging	5
774	knocker	7
9772	speedway's	10
15449	fuzzily	7
10685	incorruptibility's	18
1780	squawks	7
17597	expanse's	9
8633	Managua	7
18033	Monica's	8
1802	tiling's	8
8630	fiduciaries	11
18997	highjacker	10
16748	sides	5
10676	taxidermist's	13
9323	Ymir's	6
7475	faultier	8
21497	Streisand's	11
11986	hellos	6
2815	wheedled	8
19508	Samoset's	9
6873	dissonances	11
1868	janitorial	10
7704	deplore	7
12194	troposphere's	13
22412	pitifully	9
17761	chopping	8
1503	Elva's	6
2440	misunderstanding	16
7125	crinkliest	10
10905	proximity's	11
661	banyans	7
17447	anterooms	9
17128	bewail	6
4915	newton's	8
19044	Mindoro	7
8582	plectrum	8
3447	jury's	6
5257	weather	7
4907	inverts	7
15976	absurdities	11
8117	jujitsu's	9
23166	endows	6
9825	smirking	8
13780	Marge	5
10783	Prescott's	10
22304	Benito	6
19919	protestor's	11
6643	slipper's	9
8252	Palladio	8
24518	Northeast's	11
10111	frontiersman	12
2905	rares	5
23887	crustier	8
2655	males	5
14382	compliance	10
21044	traits	6
14116	grossness's	11
17139	watertight	10
15282	sprinting	9
10093	Hanover	7
8588	homemakers	10
18736	catafalque's	12
14046	golfers	7
14087	indemnification's	17
20539	Adams	5
12651	teamed	6
16157	Job	3
9462	sawdust	7
23751	milepost's	10
18258	description	11
21064	sweet's	7
5790	tarries	7
1624	sawing	6
12608	Atlantis	8
12419	dial's	6
620	erratic	7
8048	capriciousness's	16
3415	orchestrate	11
21968	intact	6
22283	nervier	7
8732	frosting	8
19181	TB's	4
12541	tungsten	8
23967	slew's	6
20560	foodstuffs	10
9730	Blankenship's	13
24066	promenading	11
22391	flyleaves	9
19274	Velcro	6
3182	interrelations	14
20678	supervise	9
12656	haberdasheries	14
3024	geegaw	6
12606	poison's	8
23570	convening	9
4947	outlet	6
13260	clique	6
11162	mussing	7
21498	turnip's	8
15274	Ostrogoth's	11
8595	idealizes	9
15281	rabid	5
2917	algorithm	9
325	protuberant	11
6141	recreation	10
6372	whiskey's	9
10386	announcers	10
7976	Antoninus	9
313	endemics	8
9350	sixties	7
23188	emblem's	8
21445	delusive	8
3854	vipers	6
16844	Dubcek	6
7160	toilers	7
21668	propagates	10
14068	infertility	11
13231	revocations	11
7109	crozier	7
8003	oars	4
10481	impart	6
19727	accordingly	11
1518	penitentiaries	14
1025	debunks	7
24537	understate	10
14782	final	5
19857	silhouette's	12
20583	Elysian	7
6161	continental's	13
15959	Yataro	6
1525	wigging	7
2364	Josephine	9
19357	engraver	8
11808	prosecutor	10
8651	Montreal	8
10315	unasked	7
22559	faltered	8
7374	tacklers	8
12724	Luz	3
1476	marshalled	10
3947	crone's	7
14897	onerous	7
19527	bole's	6
8225	lithographer's	14
21132	pastime	7
21151	overmuches	10
11342	tinges	6
6117	pentagons	9
9231	ricing	6
18861	coincidental	12
2675	lugs	4
9168	rounder	7
7993	habituated	10
12583	levellers	9
22079	platoon's	9
4357	attics	6
9222	Eula	4
22746	tumbles	7
21667	sisterhood's	12
11481	budgie	6
19866	slammed	7
10753	planets	7
22124	unshakeable	11
22557	inflicting	10
24814	thorougher	10
22903	amazed	6
2941	torchlight	10
11174	disruption's	12
24666	Gomez	5
10176	croûton	7
2178	starrier	8
6677	longevity	9
16676	garottes	8
9565	rival's	7
9692	vegetating	10
3419	feckless	8
9411	throwaways	10
2110	elicited	8
14881	forewarned	10
5965	shirting	8
169	bandoleers	10
14082	inland	6
15283	puffy	5
22289	dazzles	7
17316	floodgate	9
18839	solecism's	10
11914	brigade's	9
3190	paniers	7
19085	futility's	10
20163	invalid	7
21569	masquerading	12
2824	revs	4
407	discourtesy	11
13099	misbehave	9
18377	motherliness	12
6692	kowtowing	9
13309	lack	4
16747	groupie	7
30	Liliana's	9
14313	ovals	5
10069	secluded	8
14766	respite	7
1619	hydroponics	11
5209	aline	5
4521	vigilante's	11
5889	grin	4
15214	pleader's	9
10517	foray	5
4088	module's	8
1950	uncorking	9
22103	cloud's	7
